Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Age
2,Honda Jazz V,Chennai,2011,46000,First,13.0,1199.0,88.7,5.0,8.61 Lakh,4.5,False,True,False,True,13,13
7,Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2016,36000,First,11.36,2755.0,171.5,8.0,21 Lakh,17.5,True,False,True,False,8,8
10,Maruti Ciaz Zeta,Kochi,2018,25692,First,21.56,1462.0,103.25,5.0,10.65 Lakh,9.95,False,True,False,True,6,6
15,Mitsubishi Pajero Sport 4X4,Delhi,2014,110000,First,13.5,2477.0,175.56,7.0,32.01 Lakh,15.0,True,False,False,True,10,10
20,BMW 3 Series 320d,Kochi,2014,32982,First,22.69,1995.0,190.0,5.0,47.87 Lakh,18.55,True,False,True,False,10,10
28,Honda WRV i-VTEC VX,Kochi,2018,37430,First,17.5,1199.0,88.7,5.0,10.57 Lakh,9.9,False,True,False,True,6,6
34,Volkswagen Vento 1.6 Highline,Coimbatore,2014,55431,Second,16.09,1598.0,103.5,5.0,12.33 Lakh,6.98,False,True,False,True,10,10
36,Maruti Vitara Brezza ZDi Plus,Kochi,2018,50075,First,24.3,1248.0,88.5,5.0,11.12 Lakh,8.63,True,False,False,True,6,6
44,Hyundai Elantra 2.0 SX Option AT,Bangalore,2014,46374,First,14.62,1999.0,149.92,5.0,23.64 Lakh,8.85,False,True,True,False,10,10
47,Toyota Innova Crysta 2.7 GX MT,Bangalore,2012,70704,First,11.25,2694.0,163.7,7.0,18.64 Lakh,10.95,False,True,False,True,12,12
60,Toyota Innova Crysta 2.4 GX MT 8S,Mumbai,2017,22000,First,13.68,2393.0,147.8,8.0,19.34 Lakh,16.5,True,False,False,True,7,7
67,Mercedes-Benz C-Class Progressive C 220d,Coimbatore,2019,15369,First,0.0,1950.0,194.0,5.0,49.14 Lakh,35.67,True,False,True,False,5,5
69,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2018,13000,First,22.1,1396.0,88.7,5.0,11.81 Lakh,10.5,True,False,False,True,6,6
73,Nissan Terrano XV D Pre,Kochi,2015,56066,First,19.64,1461.0,108.5,5.0,16.65 Lakh,6.92,True,False,False,True,9,9
81,Tata Zest Revotron 1.2T XE,Pune,2017,70000,First,17.57,1193.0,88.7,5.0,6.67 Lakh,4.5,False,True,False,True,7,7
102,Datsun GO Plus T Petrol,Pune,2017,32851,First,19.83,1198.0,67.0,7.0,6.45 Lakh,3.95,False,True,False,True,7,7
106,Toyota Etios Liva 1.2 G,Ahmedabad,2014,53000,First,17.71,1197.0,78.9,5.0,6.41 Lakh,3.9,False,True,False,True,10,10
110,Toyota Innova Crysta 2.8 ZX AT,Mumbai,2017,30000,First,11.36,2755.0,171.5,7.0,27 Lakh,19.25,True,False,True,False,7,7
111,Maruti Eeco 5 Seater AC,Coimbatore,2017,38053,First,15.1,1196.0,73.0,5.0,5.13 Lakh,3.91,False,True,False,True,7,7
113,BMW 3 Series 320d Luxury Line,Mumbai,2015,56087,First,22.69,1995.0,190.0,5.0,54.43 Lakh,20.75,True,False,True,False,9,9
117,Nissan Micra XV CVT,Coimbatore,2016,39882,First,19.15,1198.0,75.94,5.0,9.51 Lakh,6.55,False,True,True,False,8,8
119,Maruti Vitara Brezza VDi,Mumbai,2016,55000,First,24.3,1248.0,88.5,5.0,9.96 Lakh,7.5,True,False,False,True,8,8
122,Hyundai Verna CRDi 1.6 SX Option,Kolkata,2018,10250,First,22.0,1582.0,126.2,5.0,14.44 Lakh,10.95,True,False,False,True,6,6
133,Maruti Alto K10 VXI,Hyderabad,2014,88500,First,24.07,998.0,67.1,5.0,4.53 Lakh,2.6,False,True,False,True,10,10
134,Mercedes-Benz SLC 43 AMG,Kolkata,2017,13372,First,19.0,2996.0,362.07,2.0,95.04 Lakh,54.0,False,True,True,False,7,7
135,Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,2019,12645,First,17.0,1591.0,121.3,5.0,13.49 Lakh,11.5,False,True,True,False,5,5
148,Audi RS5 Coupe,Mumbai,2013,23000,First,11.05,2894.0,444.0,4.0,1.28 Cr,37.0,False,True,True,False,11,11
149,BMW 3 Series Luxury Line,Mumbai,2014,48000,First,21.76,1995.0,190.0,5.0,60.88 Lakh,26.5,True,False,True,False,10,10
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,First,18.9,1197.0,81.86,5.0,7.39 Lakh,6.5,False,True,False,True,5,5
182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,First,22.48,1995.0,190.0,5.0,69.47 Lakh,33.5,True,False,True,False,10,10
187,Maruti Baleno Alpha,Kochi,2017,24773,First,21.4,1197.0,83.1,5.0,8.78 Lakh,7.5,False,True,False,True,7,7
193,Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,12.74 Lakh,8.5,True,False,False,True,8,8
200,Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,10.52 Lakh,6.5,True,False,False,True,7,7
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,11.98 Lakh,9.0,True,False,False,True,8,8
210,Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,8.54 Lakh,3.25,True,False,False,True,11,11
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,33.58 Lakh,26.0,False,True,True,False,7,7
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,9.12 Lakh,3.7,True,False,False,True,11,11
225,Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,5.29 Lakh,2.65,False,True,False,True,11,11
228,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,44.28 Lakh,35.67,False,True,True,False,7,7
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.74 Lakh,19.64,True,False,True,False,5,5
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.74 Lakh,3.87,False,True,False,True,13,13
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.52 Lakh,18.65,True,False,False,True,7,7
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.07 Lakh,2.6,True,False,False,True,16,16
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.13 Lakh,61.29,True,False,True,False,7,7
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,8.34 Lakh,3.75,True,False,False,True,7,7
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,8.34 Lakh,5.25,True,False,False,True,6,6
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.85 Lakh,4.85,False,True,False,True,9,9
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.4 Lakh,20.25,True,False,False,True,8,8
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67 Lakh,12.69,False,True,True,False,7,7
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.43 Lakh,57.0,True,False,True,False,7,7
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.62 Lakh,3.13,False,True,False,True,12,12
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,1.04 Cr,62.67,True,False,True,False,7,7
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,9.12 Lakh,7.15,True,False,False,True,8,8
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,58.67 Lakh,25.99,True,False,True,False,9,9
351,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,28.37 Lakh,2.05,False,True,True,False,19,19
352,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,4.48 Lakh,3.75,False,True,False,True,7,7
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,177.0,5.0,72.64 Lakh,52.0,True,False,True,False,7,7
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,36.15 Lakh,27.3,False,True,True,False,5,5
365,Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998.0,192.0,5.0,44.59 Lakh,35.0,False,True,False,True,7,7
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3,1248.0,88.5,5.0,12 Lakh,9.49,True,False,False,True,7,7
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0,1497.0,117.3,7.0,14.65 Lakh,9.48,False,True,True,False,7,7
389,Jaguar XE Portfolio,Mumbai,2017,9000,First,13.5,1999.0,246.74,5.0,53.72 Lakh,34.5,False,True,True,False,7,7
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,First,13.5,2477.0,175.56,7.0,33.91 Lakh,28.0,True,False,True,False,6,6
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,First,21.76,1995.0,190.0,5.0,60.88 Lakh,25.5,True,False,True,False,9,9
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,First,15.4,1497.0,117.3,7.0,12.51 Lakh,8.5,False,True,False,True,7,7
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,First,17.19,1197.0,81.86,5.0,9.74 Lakh,6.9,False,True,False,True,7,7
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,First,11.5,2996.0,367.0,5.0,95.38 Lakh,70.99,False,True,True,False,6,6
423,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,First,15.26,1798.0,187.74,5.0,60.59 Lakh,24.5,False,True,True,False,8,8
427,Mini Cooper Convertible S,Mumbai,2014,11900,First,16.82,1998.0,189.08,4.0,44.28 Lakh,28.5,False,True,True,False,10,10
442,Mahindra Bolero ZLX,Coimbatore,2016,82756,First,15.96,2523.0,62.1,7.0,11.28 Lakh,7.7,True,False,False,True,8,8
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Second,16.09,1598.0,103.5,5.0,11.48 Lakh,7.1,False,True,False,True,7,7
456,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,First,25.1,1248.0,88.5,5.0,11.26 Lakh,8.92,True,False,False,True,6,6
457,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,First,15.17,1968.0,181.0,5.0,43.65 Lakh,20.37,True,False,True,False,8,8
458,BMW 3 Series Luxury Line,Bangalore,2016,19235,First,21.76,1995.0,190.0,5.0,62.07 Lakh,36.5,True,False,True,False,8,8
473,Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,First,12.6,1950.0,191.34,5.0,86.97 Lakh,51.43,False,True,True,False,6,6
489,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,First,11.0,2987.0,258.0,7.0,1 Cr,56.0,True,False,True,False,7,7
518,Maruti Wagon R LXI,Ahmedabad,2012,30000,First,22.5,998.0,67.04,5.0,4.74 Lakh,3.3,False,True,False,True,12,12
519,Hyundai Creta 1.6 SX,Chennai,2016,69434,First,15.8,1591.0,121.3,5.0,14.84 Lakh,8.0,False,True,False,True,8,8
544,Mercedes-Benz New C-Class Progressive C 200,Kochi,2019,13190,First,0.0,1950.0,181.43,5.0,49.49 Lakh,38.99,False,True,True,False,5,5
549,BMW X1 sDrive 20d xLine,Coimbatore,2017,31645,First,20.68,1995.0,190.0,5.0,48.18 Lakh,29.4,True,False,True,False,7,7
555,Maruti Ertiga ZDI,Pune,2013,105000,Second,25.47,1248.0,88.5,7.0,12.34 Lakh,6.75,True,False,False,True,11,11
558,Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,First,21.13,1498.0,108.4,5.0,15.38 Lakh,10.5,True,False,False,True,7,7
562,Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,First,11.36,2755.0,171.5,7.0,19.21 Lakh,17.0,True,False,True,False,8,8
568,Jeep Compass 2.0 Limited,Jaipur,2018,29000,First,17.1,1956.0,170.0,5.0,22.95 Lakh,19.0,True,False,False,True,6,6
573,Mahindra Bolero ZLX,Jaipur,2012,105000,Second,15.96,2523.0,62.1,7.0,11.15 Lakh,6.0,True,False,False,True,12,12
578,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,33558,First,20.14,1498.0,88.0,5.0,10.32 Lakh,8.12,True,False,False,True,6,6
599,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2019,40674,First,11.36,2755.0,171.5,7.0,28.05 Lakh,24.82,True,False,True,False,5,5
603,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,First,17.9,2143.0,170.0,5.0,59.77 Lakh,48.5,True,False,True,False,6,6
604,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25000,First,21.5,1498.0,108.5,5.0,15.86 Lakh,9.45,True,False,True,False,8,8
615,Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,52000,First,13.68,2393.0,147.8,8.0,19.43 Lakh,17.5,True,False,False,True,7,7
618,Maruti Vitara Brezza ZDi,Pune,2016,21558,First,24.3,1248.0,88.5,5.0,10.65 Lakh,8.9,True,False,False,True,8,8
632,Mini Cooper 5 DOOR D,Mumbai,2016,11000,First,20.7,1496.0,113.98,5.0,42.12 Lakh,29.5,True,False,True,False,8,8
635,Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,First,14.1,2179.0,154.0,7.0,16.95 Lakh,11.25,True,False,False,True,7,7
636,Honda BR-V i-DTEC VX MT,Kochi,2017,32249,First,21.9,1498.0,98.6,7.0,15.45 Lakh,10.79,True,False,False,True,7,7
639,Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,First,20.89,1197.0,81.8,5.0,7.87 Lakh,5.7,False,True,False,True,7,7
654,Maruti Alto K10 VXI,Bangalore,2011,64357,First,24.07,998.0,67.1,5.0,4.7 Lakh,2.75,False,True,False,True,13,13
657,Honda BRV i-VTEC V CVT,Mumbai,2017,18000,First,16.0,1497.0,117.3,7.0,15.02 Lakh,9.25,False,True,True,False,7,7
668,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,First,24.3,1248.0,88.5,5.0,12.56 Lakh,11.31,True,False,False,True,7,7
671,Nissan Sunny XV CVT,Kochi,2013,37199,First,17.5,1498.0,99.6,5.0,11.33 Lakh,5.43,False,True,True,False,11,11
697,Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,First,13.68,2393.0,147.8,7.0,26.45 Lakh,18.75,True,False,False,True,7,7
714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,First,22.0,1197.0,81.8,5.0,10.34 Lakh,8.5,False,True,True,False,7,7
731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,First,24.0,1186.0,73.97,5.0,7.46 Lakh,4.9,True,False,False,True,7,7
732,Honda City i-VTEC V,Delhi,2014,55818,Second,17.4,1497.0,117.3,5.0,11.85 Lakh,5.7,False,True,False,True,10,10
741,Maruti Ertiga VDI,Ahmedabad,2017,63939,First,25.47,1248.0,88.5,7.0,10.41 Lakh,7.75,True,False,False,True,7,7
742,Maruti Celerio VXI AMT,Delhi,2014,35214,Second,23.1,998.0,67.04,5.0,5.57 Lakh,3.2,False,True,True,False,10,10
746,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Second,20.7,1496.0,113.98,5.0,42.48 Lakh,23.5,True,False,True,False,10,10
750,Honda City i-VTEC CVT VX,Bangalore,2015,18955,First,18.0,1497.0,117.3,5.0,16.04 Lakh,10.65,False,True,True,False,9,9
756,Honda Jazz VX,Kochi,2018,20024,First,18.2,1199.0,88.7,5.0,9.1 Lakh,8.46,False,True,False,True,6,6
762,Ford Figo Titanium Diesel,Kolkata,2015,72035,First,25.5,1498.0,99.0,5.0,7.65 Lakh,2.5,True,False,False,True,9,9
784,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,First,15.8,1591.0,121.3,5.0,13.74 Lakh,10.9,False,True,False,True,8,8
791,Maruti Wagon R VXI,Coimbatore,2015,72599,First,22.5,998.0,67.04,5.0,5.72 Lakh,4.32,False,True,False,True,9,9
796,Mahindra XUV500 W9 AT,Coimbatore,2019,19654,First,14.0,2179.0,155.0,7.0,21.33 Lakh,17.63,True,False,True,False,5,5
802,Mercedes-Benz GLE 250d,Mumbai,2016,21000,First,17.9,2143.0,201.15,5.0,78.76 Lakh,56.0,True,False,True,False,8,8
809,Honda Amaze VX Diesel,Hyderabad,2018,12000,First,27.4,1498.0,98.6,5.0,10.34 Lakh,8.5,True,False,False,True,6,6
813,Maruti Alto K10 LXI,Pune,2014,49000,First,24.07,998.0,67.1,5.0,4.29 Lakh,2.3,False,True,False,True,10,10
825,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,First,21.66,1498.0,108.62,5.0,10.04 Lakh,6.45,True,False,False,True,7,7
838,Mahindra Xylo H4,Chennai,2016,215000,First,14.02,2179.0,118.3,7.0,11.67 Lakh,7.5,True,False,False,True,8,8
850,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,First,13.68,2393.0,147.8,7.0,25.52 Lakh,18.6,True,False,False,True,7,7
869,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,First,25.4,1186.0,73.97,5.0,8.56 Lakh,5.9,True,False,False,True,6,6
875,Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,First,11.36,2755.0,171.5,7.0,27 Lakh,19.92,True,False,True,False,6,6
878,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,First,21.7,999.0,67.0,5.0,4.78 Lakh,3.25,False,True,False,True,7,7
880,Maruti Celerio VXI Optional AMT,Pune,2017,7500,First,23.1,998.0,67.04,5.0,6.14 Lakh,5.0,False,True,True,False,7,7
884,Maruti Dzire VXI,Kolkata,2011,46687,First,22.0,1197.0,81.8,5.0,7.3 Lakh,2.7,False,True,False,True,13,13
897,Datsun redi-GO T Option,Bangalore,2016,20487,First,22.7,799.0,53.64,5.0,4.37 Lakh,2.66,False,True,False,True,8,8
912,Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,First,15.1,1196.0,73.0,7.0,4.98 Lakh,3.61,False,True,False,True,12,12
919,Honda City i-VTEC CVT VX,Mumbai,2015,30000,First,18.0,1497.0,117.3,5.0,15.29 Lakh,8.65,False,True,True,False,9,9
940,Jeep Compass 2.0 Limited 4X4,Mumbai,2017,52000,First,16.3,1956.0,170.0,5.0,24.26 Lakh,20.0,True,False,False,True,7,7
941,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,First,15.68,1999.0,177.0,5.0,75.12 Lakh,59.72,True,False,True,False,6,6
942,Maruti Baleno Alpha Diesel,Kolkata,2016,29000,First,27.39,1248.0,74.0,5.0,9.53 Lakh,6.5,True,False,False,True,8,8
946,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,First,13.5,2477.0,175.56,7.0,34.6 Lakh,12.49,True,False,False,True,11,11
952,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,First,13.68,2393.0,147.8,7.0,26.45 Lakh,18.39,True,False,False,True,6,6
954,Honda Jazz VX Diesel,Mumbai,2016,38000,First,27.3,1498.0,98.6,5.0,11.15 Lakh,6.21,True,False,False,True,8,8
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,First,0.0,1950.0,194.0,5.0,52.26 Lakh,39.5,True,False,True,False,6,6
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,First,22.48,1995.0,190.0,5.0,70.43 Lakh,17.5,True,False,True,False,12,12
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,First,25.17,799.0,53.3,5.0,4.8 Lakh,4.45,False,True,False,True,6,6
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,First,23.0,1498.0,98.96,5.0,12.12 Lakh,11.65,True,False,False,True,5,5
1012,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,First,13.68,2393.0,147.8,7.0,19.37 Lakh,16.5,True,False,False,True,7,7
1017,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,First,20.64,1498.0,108.5,5.0,12.14 Lakh,5.39,True,False,False,True,10,10
1030,Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,First,14.24,2755.0,174.5,7.0,36.69 Lakh,13.28,True,False,False,True,11,11
1039,Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,First,16.0,1368.0,160.0,5.0,23.68 Lakh,17.75,False,True,True,False,7,7
1044,Audi A4 35 TDI Technology,Hyderabad,2015,45000,First,18.25,1968.0,187.74,5.0,55.61 Lakh,25.0,True,False,True,False,9,9
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,14.8,1497.0,121.36,5.0,14.1 Lakh,12.41,False,True,True,False,6,6
1056,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,First,25.1,1248.0,88.5,5.0,13.26 Lakh,7.94,True,False,False,True,8,8
1065,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,11.36,2755.0,171.5,7.0,28.05 Lakh,20.5,True,False,True,False,8,8
1072,Maruti Ertiga VDI,Pune,2016,130000,First,25.47,1248.0,88.5,7.0,11.27 Lakh,7.0,True,False,False,True,8,8
1077,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,24.3,1248.0,88.5,5.0,11.2 Lakh,10.49,True,False,False,True,5,5
1080,Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,17.57,1193.0,88.7,5.0,8.56 Lakh,3.95,False,True,False,True,10,10
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3,1248.0,88.5,5.0,9.46 Lakh,6.5,True,False,False,True,7,7
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0,1497.0,115.0,5.0,12.79 Lakh,7.25,True,False,False,True,12,12
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0,1582.0,126.2,5.0,15.57 Lakh,6.01,True,False,False,True,10,10
1103,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179.0,153.86,7.0,19.86 Lakh,12.0,True,False,False,True,7,7
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84,1199.0,84.0,5.0,6.59 Lakh,5.88,False,True,False,True,6,6
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6,1950.0,191.34,5.0,86.97 Lakh,51.35,False,True,True,False,6,6
1117,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,20.7,1496.0,113.98,5.0,42.12 Lakh,22.0,True,False,True,False,10,10
1139,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,First,18.9,1197.0,81.86,5.0,6.54 Lakh,5.0,False,True,False,True,7,7
1140,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,First,11.36,2755.0,171.5,7.0,26.56 Lakh,19.75,True,False,True,False,8,8
1141,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,First,19.6,1461.0,108.45,5.0,15.05 Lakh,11.44,True,False,True,False,7,7
1146,Mahindra Bolero ZLX,Mumbai,2016,40448,First,15.96,2523.0,62.1,7.0,11.01 Lakh,3.5,True,False,False,True,8,8
1147,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,First,24.3,1248.0,88.5,5.0,11 Lakh,10.46,True,False,False,True,6,6
1149,Honda Amaze S Petrol,Kochi,2016,51672,First,19.5,1199.0,88.76,5.0,7.55 Lakh,5.68,False,True,False,True,8,8
1157,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,First,18.9,1197.0,81.86,5.0,7.82 Lakh,5.98,False,True,False,True,7,7
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,First,18.9,1197.0,81.86,5.0,6.32 Lakh,4.77,False,True,False,True,6,6
