Name,Location,Year,Kilometers_Driven,Owner_Type,Seats,Price,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual
BMW X1 sDrive 20d xLine,Bangalore,2016,28143,First,5.0,28.5,True,False,True,False
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,First,7.0,16.5,True,False,False,True
Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,First,5.0,6.76,False,True,True,False
Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Second,5.0,5.5,False,True,False,True
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,First,7.0,3.75,False,True,False,True
Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,First,7.0,17.11,True,False,False,True
Mahindra Bolero SLE,Hyderabad,2012,75000,First,7.0,4.3,True,False,False,True
Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,First,5.0,6.36,False,True,False,True
BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Second,5.0,43.6,True,False,True,False
Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,First,5.0,19.05,True,False,False,True
Mini Cooper 5 DOOR D,Hyderabad,2017,2000,First,5.0,34.0,True,False,True,False
Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,First,5.0,4.0,False,True,False,True
Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,First,5.0,8.41,True,False,False,True
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,First,5.0,5.89,False,True,False,True
Honda City i-VTEC V,Delhi,2011,67031,First,5.0,4.0,False,True,False,True
Maruti Celerio VXI AMT,Mumbai,2016,47691,First,5.0,3.94,False,True,True,False
Maruti Dzire VDI,Kolkata,2015,28193,First,5.0,5.25,True,False,False,True
Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,First,2.0,83.96,False,True,True,False
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,First,5.0,21.0,True,False,True,False
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,First,5.0,4.3,False,True,False,True
Mercedes-Benz GLE 250d,Kochi,2017,25601,First,5.0,56.73,True,False,True,False
Ford Freestyle Titanium Petrol,Mumbai,2007,1261,First,5.0,6.0,False,True,False,True
Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,First,5.0,7.53,False,True,False,True
Maruti Baleno Delta,Mumbai,2016,12573,First,5.0,5.8,False,True,False,True
Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,First,7.0,31.0,True,False,True,False
Maruti Ertiga ZDI,Delhi,2013,68000,First,7.0,4.85,True,False,False,True
Maruti Swift VDI,Hyderabad,2013,84000,First,5.0,5.65,True,False,False,True
Hyundai Creta 1.6 SX Option,Delhi,2016,24347,First,5.0,11.0,False,True,False,True
Honda City i-VTEC CVT VX,Mumbai,2017,17000,First,5.0,11.6,False,True,True,False
Honda Brio 1.2 VX MT,Kochi,2014,41460,First,5.0,3.95,False,True,False,True
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,First,7.0,41.6,True,False,True,False
Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,First,7.0,23.0,True,False,False,True
Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,First,5.0,8.0,True,False,False,True
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,First,5.0,17.75,False,True,True,False
Maruti Wagon R VXI,Kolkata,2016,16956,First,5.0,3.6,False,True,False,True
Maruti Wagon R VXI,Mumbai,2010,38000,Second,5.0,1.75,False,True,False,True
Honda Brio 1.2 VX AT,Mumbai,2017,20000,First,5.0,5.99,False,True,True,False
Toyota Etios Cross 1.4L GD,Kochi,2016,36681,First,5.0,6.71,True,False,False,True
Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,First,5.0,14.21,False,True,True,False
Maruti Celerio ZXI MT,Kochi,2017,21799,First,5.0,5.11,False,True,False,True
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,First,7.0,22.99,True,False,True,False
Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,First,5.0,3.6,False,True,False,True
Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,First,7.0,13.7,True,False,False,True
Maruti Wagon R VXI 1.2,Mumbai,2015,55000,First,5.0,3.1,False,True,False,True
Honda City i-DTEC ZX,Hyderabad,2017,46000,First,5.0,12.9,True,False,False,True
BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Second,5.0,17.5,True,False,True,False
Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,First,5.0,8.45,True,False,False,True
Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,First,7.0,10.75,True,False,False,True
Maruti Swift VDI,Kochi,2016,62192,First,5.0,5.22,True,False,False,True
Maruti Ciaz Alpha,Kochi,2018,38394,First,5.0,9.18,False,True,False,True
Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,First,5.0,13.9,False,True,True,False
Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,First,5.0,3.25,True,False,False,True
Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,First,5.0,78.8,True,False,True,False
Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,First,5.0,9.69,False,True,True,False
Nissan Terrano XL D Option,Mumbai,2014,51000,First,5.0,5.65,True,False,False,True
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Second,7.0,22.5,True,False,True,False
Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,First,5.0,28.9,True,False,True,False
Mini Cooper Convertible S,Chennai,2012,17000,Second,4.0,22.0,False,True,True,False
Mini Cooper 3 DOOR S,Mumbai,2013,21000,First,4.0,21.5,False,True,True,False
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,First,5.0,8.11,False,True,True,False
Maruti Ertiga VDI,Delhi,2017,65000,First,7.0,7.65,True,False,False,True
Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,First,5.0,6.0,False,True,False,True
Honda Jazz V CVT,Hyderabad,2015,33000,First,5.0,7.25,False,True,True,False
Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,First,5.0,9.0,True,False,False,True
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,First,5.0,5.92,True,False,False,True
Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,First,5.0,6.29,True,False,False,True
BMW 3 Series 320d,Mumbai,2013,25000,First,5.0,17.99,True,False,True,False
Mahindra Xylo H4,Chennai,2015,82000,Second,7.0,4.85,True,False,False,True
Maruti Dzire VDI,Hyderabad,2011,110000,First,5.0,4.0,True,False,False,True
Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,First,5.0,3.6,True,False,False,True
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,First,5.0,21.75,True,False,True,False
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,First,5.0,45.0,True,False,True,False
Maruti Alto K10 VXI,Coimbatore,2011,46808,Second,5.0,3.19,False,True,False,True
Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,First,5.0,6.2,False,True,False,True
Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,First,5.0,10.25,False,True,False,True
Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,First,7.0,30.0,True,False,True,False
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,First,5.0,8.99,True,False,False,True
Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Second,5.0,4.5,False,True,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,First,5.0,9.38,True,False,False,True
Tata Hexa XTA,Coimbatore,2019,14233,First,7.0,17.85,True,False,True,False
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Second,5.0,3.75,False,True,True,False
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,First,5.0,8.95,True,False,True,False
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,First,5.0,56.5,True,False,True,False
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Second,5.0,21.0,True,False,True,False
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,First,7.0,36.75,True,False,True,False
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,First,5.0,27.87,True,False,True,False
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,First,5.0,8.75,True,False,False,True
Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,First,5.0,11.92,True,False,False,True
Mahindra NuvoSport N8,Coimbatore,2017,37712,First,7.0,7.57,True,False,False,True
Datsun redi-GO T Option,Kochi,2018,30953,First,5.0,3.48,False,True,False,True
Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,First,5.0,21.69,True,False,False,True
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,First,7.0,20.14,True,False,True,False
Maruti Wagon R VXI AMT,Mumbai,2016,8000,First,5.0,4.15,False,True,True,False
Maruti Alto K10 VXI,Mumbai,2016,13198,First,5.0,3.15,False,True,False,True
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,First,5.0,6.97,False,True,True,False
Mini Cooper Convertible S,Mumbai,2016,15000,First,4.0,35.0,False,True,True,False
Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,First,5.0,11.5,True,False,False,True
Renault Duster 85PS Diesel RxE,Pune,2016,54000,First,5.0,6.5,True,False,False,True
Honda BRV i-VTEC V MT,Pune,2016,9200,First,7.0,8.0,False,True,False,True
Honda Amaze S Diesel,Hyderabad,2015,29000,First,5.0,5.99,True,False,False,True
Maruti Alto K10 VXI,Kochi,2018,46805,First,5.0,3.63,False,True,False,True
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,First,5.0,4.25,False,True,False,True
Maruti Wagon R LXI,Kochi,2011,15466,First,5.0,3.36,False,True,False,True
BMW 3 Series 320d,Kolkata,2011,70000,First,5.0,10.3,True,False,True,False
Maruti Wagon R VXI,Kochi,2014,41994,First,5.0,3.41,False,True,False,True
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,First,5.0,27.5,True,False,True,False
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,First,5.0,3.5,False,True,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,First,5.0,10.34,True,False,False,True
Honda Amaze V Petrol,Kochi,2016,40866,First,5.0,5.47,False,True,False,True
Mini Cooper Convertible S,Kochi,2017,20469,First,4.0,35.98,False,True,True,False
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,First,5.0,7.9,True,False,False,True
Maruti Baleno Alpha CVT,Kochi,2019,13574,First,5.0,9.51,False,True,True,False
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,First,5.0,19.5,True,False,True,False
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,First,5.0,9.13,True,False,False,True
Maruti Eeco 7 Seater Standard,Pune,2011,45000,First,7.0,2.25,False,True,False,True
Maruti Wagon R LXI,Mumbai,2010,37822,First,5.0,2.35,False,True,False,True
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,First,8.0,17.92,True,False,False,True
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,First,5.0,59.29,True,False,True,False
Maruti Baleno Alpha,Mumbai,2016,12208,First,5.0,6.75,False,True,False,True
Volkswagen Polo GT TSI,Mumbai,2017,27853,First,5.0,8.25,False,True,True,False
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,First,5.0,6.07,False,True,False,True
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,First,5.0,4.28,False,True,True,False
Mercedes-Benz GLE 350d,Mumbai,2017,19863,First,5.0,64.95,True,False,True,False
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,First,5.0,5.55,False,True,False,True
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,First,5.0,17.98,True,False,True,False
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,First,5.0,4.5,False,True,False,True
Volkswagen Polo GT TSI,Mumbai,2017,25000,First,5.0,7.75,False,True,True,False
Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,First,7.0,33.13,True,False,True,False
Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,First,5.0,4.8,False,True,False,True
Tata Bolt Quadrajet XM,Hyderabad,2017,98500,First,5.0,6.0,True,False,False,True
BMW 3 Series 320d,Coimbatore,2009,103905,First,5.0,9.92,True,False,True,False
Audi A6 35 TDI Matrix,Delhi,2014,56000,First,5.0,24.0,True,False,True,False
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,First,5.0,9.6,True,False,True,False
Audi A6 35 TDI Matrix,Hyderabad,2014,62000,First,5.0,25.0,True,False,True,False
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,First,5.0,10.44,False,True,True,False
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,First,5.0,9.9,True,False,False,True
Isuzu MUX 4WD,Jaipur,2017,34429,First,7.0,20.0,True,False,True,False
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,First,5.0,6.5,True,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,First,5.0,5.85,False,True,False,True
Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,First,5.0,23.91,True,False,False,True
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,First,5.0,7.36,False,True,True,False
Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,First,7.0,17.65,True,False,False,True
Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,First,5.0,6.0,True,False,False,True
Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,First,8.0,18.25,True,False,True,False
Nissan Micra Active XV,Ahmedabad,2016,41000,First,5.0,4.25,False,True,False,True
Jeep Compass 2.0 Sport,Hyderabad,2017,37000,First,5.0,16.9,True,False,False,True
Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,First,5.0,5.0,True,False,False,True
Maruti Dzire VXI,Hyderabad,2013,34900,First,5.0,5.49,False,True,False,True
Maruti Wagon R LXI,Mumbai,2014,25422,First,5.0,3.25,False,True,False,True
Maruti Ertiga VDI,Mumbai,2018,14000,First,7.0,9.25,True,False,False,True
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,First,5.0,4.5,False,True,False,True
Maruti Swift VXI,Pune,2010,68000,First,5.0,2.8,False,True,False,True
Jeep Compass 2.0 Limited,Pune,2018,16039,First,5.0,18.5,True,False,False,True
Maruti Swift LDI,Hyderabad,2016,52000,First,5.0,5.95,True,False,False,True
Maruti Swift VDI,Kochi,2015,53500,First,5.0,5.36,True,False,False,True
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,First,5.0,3.5,True,False,False,True
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,First,5.0,6.67,True,False,True,False
Mahindra Xylo H4,Coimbatore,2016,93166,Second,7.0,5.85,True,False,False,True
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,First,5.0,16.95,False,True,True,False
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,First,5.0,4.68,False,True,False,True
Renault KWID RXL,Kochi,2017,24214,Second,5.0,3.46,False,True,False,True
BMW 3 Series 320d,Coimbatore,2013,85846,First,5.0,13.08,True,False,True,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,First,5.0,9.51,True,False,False,True
Porsche Cayenne Base,Kochi,2019,14298,First,5.0,2.02,False,True,True,False
Honda Brio 1.2 S MT,Mumbai,2015,22000,First,5.0,3.95,False,True,False,True
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,First,5.0,6.84,False,True,True,False
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,First,5.0,21.73,False,True,True,False
Mini Cooper 5 DOOR D,Kochi,2019,14857,First,5.0,31.55,True,False,True,False
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,First,7.0,27.36,True,False,False,True
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,5.0,4.65,False,True,False,True
Maruti Dzire LDI,Pune,2012,150000,Third,5.0,2.25,True,False,False,True
Maruti Wagon R VXI,Chennai,2014,52000,First,5.0,3.45,False,True,False,True
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,5.0,6.08,False,True,False,True
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,7.0,18.0,True,False,True,False
Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,4.0,24.77,True,False,True,False
Mahindra XUV500 W7,Delhi,2018,9000,First,7.0,13.0,True,False,False,True
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,5.0,26.5,True,False,True,False
Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,5.0,8.95,False,True,True,False
Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,5.0,7.7,False,True,True,False
Honda City i-VTEC V,Mumbai,2017,11000,First,5.0,8.5,False,True,False,True
Nissan Micra XV D,Chennai,2012,93450,Second,5.0,2.5,True,False,False,True
Maruti Dzire ZDI,Ahmedabad,2013,56454,First,5.0,4.65,True,False,False,True
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,First,5.0,17.5,True,False,False,True
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,First,5.0,7.34,False,True,False,True
Honda Jazz V,Mumbai,2016,31378,First,5.0,5.9,False,True,False,True
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,First,5.0,27.0,True,False,True,False
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,4.0,48.0,False,True,True,False
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,5.0,59.65,True,False,True,False
Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,5.0,7.29,False,True,True,False
Mini Cooper 3 DOOR D,Kochi,2016,32298,First,4.0,23.8,True,False,True,False
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,5.0,5.65,True,False,False,True
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,5.0,25.75,True,False,True,False
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,5.0,3.85,True,False,False,True
Maruti Celerio VXI AMT,Chennai,2015,55000,First,5.0,3.5,False,True,True,False
Honda City i-VTEC VX,Mumbai,2017,7500,First,5.0,11.15,False,True,False,True
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,5.0,8.9,True,False,True,False
Maruti Vitara Brezza LDi,Kochi,2017,35384,First,5.0,8.61,True,False,False,True
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,5.0,9.25,True,False,False,True
BMW 3 Series 320d,Mumbai,2010,67000,Second,5.0,9.25,True,False,True,False
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,5.0,10.15,True,False,False,True
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,5.0,3.75,False,True,False,True
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,5.0,8.25,False,True,False,True
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,5.0,4.4,False,True,False,True
Honda Amaze S Petrol,Jaipur,2014,69000,First,5.0,4.5,False,True,False,True
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,5.0,10.3,True,False,True,False
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,5.0,5.5,False,True,False,True
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,5.0,21.26,True,False,True,False
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,5.0,11.5,False,True,False,True
Honda City i-VTEC CVT VX,Pune,2018,4500,First,5.0,12.5,False,True,True,False
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,5.0,12.46,True,False,True,False
Maruti Swift VDI,Jaipur,2015,63310,First,5.0,5.1,True,False,False,True
Honda Jazz V,Hyderabad,2015,37000,First,5.0,6.3,False,True,False,True
Nissan Terrano XL D Option,Hyderabad,2013,65280,First,5.0,5.8,True,False,False,True
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,First,5.0,20.0,True,False,False,True
Honda City i-DTEC ZX,Pune,2017,42000,First,5.0,12.0,True,False,False,True
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,First,5.0,5.95,True,False,False,True
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,First,7.0,22.2,True,False,False,True
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,First,5.0,30.77,True,False,True,False
Mahindra KUV 100 G80 K8,Jaipur,2018,15900,First,6.0,6.25,False,True,False,True
Audi A6 35 TDI Matrix,Coimbatore,2017,36824,First,5.0,39.84,True,False,True,False
Maruti Baleno Zeta CVT,Kolkata,2016,20000,First,5.0,5.74,False,True,True,False
BMW 3 Series Luxury Line,Ahmedabad,2016,27000,First,5.0,35.0,True,False,True,False
Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,First,5.0,8.9,True,False,True,False
Jeep Compass 2.0 Longitude,Kochi,2018,42203,First,5.0,19.46,True,False,False,True
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,First,5.0,9.22,True,False,False,True
Renault KWID RXT Optional,Pune,2018,5000,First,5.0,3.5,False,True,False,True
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,First,7.0,10.64,True,False,False,True
Honda Jazz V CVT,Mumbai,2017,17978,First,5.0,6.95,False,True,True,False
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,First,5.0,6.99,True,False,False,True
Tata Hexa XT,Pune,2017,39800,First,7.0,14.25,True,False,False,True
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,First,7.0,4.3,False,True,False,True
Maruti Ignis 1.2 Delta,Kochi,2019,12076,First,5.0,5.5,False,True,False,True
Volkswagen Polo GT TSI,Coimbatore,2017,50534,First,5.0,8.27,False,True,True,False
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,First,5.0,16.5,True,False,True,False
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,First,5.0,50.97,True,False,True,False
BMW 3 Series Luxury Line,Mumbai,2016,31000,First,5.0,29.95,True,False,True,False
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,First,5.0,9.99,False,True,True,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,First,5.0,9.25,True,False,False,True
Nissan Terrano XV D Pre,Mumbai,2013,60000,Second,5.0,5.45,True,False,False,True
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,First,5.0,5.25,False,True,True,False
BMW 3 Series 320d,Hyderabad,2010,80000,First,5.0,14.2,True,False,True,False
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,First,5.0,4.87,False,True,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,First,5.0,11.39,True,False,False,True
Maruti Vitara Brezza ZDi,Delhi,2016,35299,First,5.0,8.0,True,False,False,True
Land Rover Range Rover Sport HSE,Kochi,2015,38467,First,5.0,70.66,True,False,True,False
Maruti Alto K10 VXI,Mumbai,2017,12000,First,5.0,3.25,False,True,False,True
Maruti Ciaz Zeta,Kochi,2018,10575,First,5.0,9.18,False,True,False,True
Maruti Wagon R VXI 1.2,Kochi,2015,49818,First,5.0,4.11,False,True,False,True
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,First,7.0,19.97,True,False,True,False
Maruti Swift VDI,Pune,2014,115000,First,5.0,4.5,True,False,False,True
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,First,5.0,5.85,True,False,False,True
Maruti Alto K10 VXI,Chennai,2011,28300,First,5.0,2.15,False,True,False,True
Audi A6 35 TFSI Matrix,Delhi,2018,22000,First,5.0,41.5,False,True,True,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,First,5.0,11.0,True,False,False,True
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,First,5.0,8.7,False,True,False,True
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,First,7.0,9.9,True,False,False,True
Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,First,5.0,5.77,False,True,False,True
BMW 3 Series 320d,Kochi,2012,55598,First,5.0,11.5,True,False,True,False
Maruti Dzire VDI,Jaipur,2013,77084,First,5.0,4.95,True,False,False,True
Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,First,8.0,16.45,True,False,True,False
Maruti Baleno Alpha Diesel,Mumbai,2018,2000,First,5.0,8.7,True,False,False,True
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,First,5.0,20.75,False,True,True,False
Maruti Ciaz Alpha,Mumbai,2017,19416,First,5.0,8.25,False,True,False,True
Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Second,7.0,19.0,True,False,True,False
Jeep Compass 2.0 Longitude,Kochi,2018,26101,First,5.0,17.55,True,False,False,True
Maruti Alto K10 LXI Optional,Pune,2016,7000,First,5.0,3.0,False,True,False,True
Honda Jazz Exclusive CVT,Mumbai,2018,3000,First,5.0,8.25,False,True,True,False
Nissan Sunny XE P,Coimbatore,2012,50297,First,5.0,4.69,False,True,False,True
Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Second,5.0,4.95,False,True,False,True
Maruti Alto K10 VXI,Jaipur,2016,51264,First,5.0,3.2,False,True,False,True
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,First,5.0,24.5,False,True,True,False
Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,First,5.0,11.25,True,False,True,False
Audi RS5 Coupe,Mumbai,2013,23312,First,4.0,40.5,False,True,True,False
